index,raw_payload,rejection_reason
102155,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""November"", ""arrival_date_week_number"": ""48"", ""arrival_date_day_of_month"": ""24"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""PRT"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""A"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""9"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""2"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-11-24""}",No guests in booking
102157,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""November"", ""arrival_date_week_number"": ""48"", ""arrival_date_day_of_month"": ""24"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""HB"", ""country"": ""PRT"", ""market_segment"": ""Offline TA/TO"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""D"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""28"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-11-24""}",No guests in booking
102185,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""19"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""November"", ""arrival_date_week_number"": ""48"", ""arrival_date_day_of_month"": ""26"", ""stays_in_weekend_nights"": ""4"", ""stays_in_week_nights"": ""7"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""USA"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""1"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""4"", ""deposit_type"": ""No Deposit"", ""agent"": ""11"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Group"", ""adr"": ""6.4"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-12-07""}",No guests in booking
102258,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""November"", ""arrival_date_week_number"": ""48"", ""arrival_date_day_of_month"": ""26"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""PRT"", ""market_segment"": ""Offline TA/TO"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""D"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""28"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-11-26""}",No guests in booking
102296,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""November"", ""arrival_date_week_number"": ""48"", ""arrival_date_day_of_month"": ""26"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""A"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""9"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""1"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-11-26""}",No guests in booking
102319,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""2"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""November"", ""arrival_date_week_number"": ""47"", ""arrival_date_day_of_month"": ""16"", ""stays_in_weekend_nights"": ""2"", ""stays_in_week_nights"": ""8"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""ITA"", ""market_segment"": ""Offline TA/TO"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""6"", ""deposit_type"": ""No Deposit"", ""agent"": ""371"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient-Party"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-11-26""}",No guests in booking
102611,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""December"", ""arrival_date_week_number"": ""49"", ""arrival_date_day_of_month"": ""3"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""PRT"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""A"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""9"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-12-03""}",No guests in booking
102710,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""December"", ""arrival_date_week_number"": ""50"", ""arrival_date_day_of_month"": ""5"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""PRT"", ""market_segment"": ""Offline TA/TO"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""27"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-12-05""}",No guests in booking
102805,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""December"", ""arrival_date_week_number"": ""50"", ""arrival_date_day_of_month"": ""6"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""9"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""1"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-12-06""}",No guests in booking
102812,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""December"", ""arrival_date_week_number"": ""50"", ""arrival_date_day_of_month"": ""7"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""PRT"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""7"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""1"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-12-07""}",No guests in booking
103264,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""December"", ""arrival_date_week_number"": ""52"", ""arrival_date_day_of_month"": ""18"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""PRT"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""D"", ""assigned_room_type"": ""K"", ""booking_changes"": ""1"", ""deposit_type"": ""No Deposit"", ""agent"": ""7"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""1"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-12-18""}",No guests in booking
103317,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""December"", ""arrival_date_week_number"": ""52"", ""arrival_date_day_of_month"": ""20"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""PRT"", ""market_segment"": ""Offline TA/TO"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""D"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""28"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-12-20""}",No guests in booking
103714,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""255"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""December"", ""arrival_date_week_number"": ""53"", ""arrival_date_day_of_month"": ""27"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""3"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""PRT"", ""market_segment"": ""Offline TA/TO"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""3"", ""deposit_type"": ""No Deposit"", ""agent"": ""79"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""20.88"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2016-12-30""}",No guests in booking
103961,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""January"", ""arrival_date_week_number"": ""1"", ""arrival_date_day_of_month"": ""3"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""9"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-01-03""}",No guests in booking
104145,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""177"", ""arrival_date_year"": ""2016"", ""arrival_date_month"": ""December"", ""arrival_date_week_number"": ""53"", ""arrival_date_day_of_month"": ""30"", ""stays_in_weekend_nights"": ""2"", ""stays_in_week_nights"": ""5"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""BB"", ""country"": ""PRT"", ""market_segment"": ""Direct"", ""distribution_channel"": ""Direct"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""E"", ""assigned_room_type"": ""K"", ""booking_changes"": ""2"", ""deposit_type"": ""No Deposit"", ""agent"": null, ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""1.29"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""2"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-01-06""}",No guests in booking
104231,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""January"", ""arrival_date_week_number"": ""2"", ""arrival_date_day_of_month"": ""9"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""9"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""2"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-01-09""}",No guests in booking
104516,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""125"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""January"", ""arrival_date_week_number"": ""1"", ""arrival_date_day_of_month"": ""1"", ""stays_in_weekend_nights"": ""4"", ""stays_in_week_nights"": ""10"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""0"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""D"", ""assigned_room_type"": ""K"", ""booking_changes"": ""2"", ""deposit_type"": ""No Deposit"", ""agent"": ""9"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""27.69"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""2"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-01-15""}",No guests in booking
105106,"{""hotel"": ""City Hotel"", ""is_canceled"": ""0"", ""lead_time"": ""0"", ""arrival_date_year"": ""2017"", ""arrival_date_month"": ""January"", ""arrival_date_week_number"": ""5"", ""arrival_date_day_of_month"": ""30"", ""stays_in_weekend_nights"": ""0"", ""stays_in_week_nights"": ""0"", ""adults"": ""0"", ""children"": ""0"", ""babies"": ""0"", ""meal"": ""SC"", ""country"": ""PRT"", ""market_segment"": ""Online TA"", ""distribution_channel"": ""TA/TO"", ""is_repeated_guest"": ""1"", ""previous_cancellations"": ""0"", ""previous_bookings_not_canceled"": ""0"", ""reserved_room_type"": ""A"", ""assigned_room_type"": ""K"", ""booking_changes"": ""0"", ""deposit_type"": ""No Deposit"", ""agent"": ""9"", ""company"": null, ""days_in_waiting_list"": ""0"", ""customer_type"": ""Transient"", ""adr"": ""0"", ""required_car_parking_spaces"": ""0"", ""total_of_special_requests"": ""0"", ""reservation_status"": ""Check-Out"", ""reservation_status_date"": ""2017-01-30""}",No guests in booking
